도서번호	등록번호	작가명(저자)	도서명	출판사
1131	EM01164	검은개들의 왕  : 마윤제 소설	마윤제	문학동네
1132	EM01165	나는 바람이다	"김남중 글,강전희 그림"	비룡소
1133	EM01166	개성빵	"문영숙 글,이상윤 그림"	아이앤북
1134	EM01167	부메랑	"한영미 글,마수민 그림"	아이앤북
1135	EM01168	게임 파티	"최은영 글,서현 그림"	시공주니어
1136	EM01169	동생을 찾으러	"방정환 글,임수진 그림"	보물창고
1137	EM01170	자질구레 신문  : 김현수 단편집	"김현수,그린이: 홍선주"	한겨레출판
1138	EM01171	목수들의 전쟁  : 천년 동안 읽는 동화	"김진경 글,최달수 그림"	문학동네
1139	EM01172	나는 투명인간이다	"박성철 글,정진희 그림"	아이앤북
1140	EM01173	김금이 우리 누나	"장경선 지음,김은주 그림"	우리교육
1141	EM01174	우리 집 괴물 친구들  : 박효미 창작동화	"박효미,그린이: 조승연"	사계절출판사
1142	EM01175	거의 맞음  : toilettenb?rstenbenutzungsanweisung fast richtig  : 변소영 장편소설	변소영	실천문학
1143	EM01176	저 많이 컷죠 : 이정록 동시집	"이정록 지음,김대규 그림"	창비
1144	EM01177	(무인도로 간) 따로별 부족	"오채 글,이덕화 그림"	비룡소
1145	EM01178	너와 나의 삼선 슬리퍼	방현희 지음	주니어김영사
1146	EM01180	노란양동이	"모리야마 미야코 지음,쓰치다 요시하루 그림,양선하 옮김"	현암사
1147	EM01181	맛있는 동시 요리법	이은규 시·그림	장수하늘소
1148	EM01182	검은 새	이수지 글·그림	길벗어린이
1149	EM01183	나는 무슨씨앗일까?	"박효남 외 글,유준재 그림"	샘터사
1150	EM01184	침 튀기지 마세요	"박문희 엮음,이오덕 풀이"	고슴도치
1151	EM01186	(책을 좋아하는) 햄스터	"플로랑스 데마쥐르 글,베르나데트 퐁스 그림,이효숙 옮김"	보물창고
1152	EM01188	철학을 담은 잔소리 통조림	"마크 젤먼 지음,황윤영 옮김"	보물창고
1153	EM01189	가족의 가족을 뭐라고 부르지? : 바르게 부르는 가족 호칭책	"채인선 글,배현주 그림"	미세기
1154	EM01190	까만 나라 노란 추장 : 농학박사 한상기 이야기	"강무홍 글,한수임 그림"	웅진주니어 :웅진씽크빅
1155	EM01191	마녀 위니의 겨울	"밸러리 토머스 글,코키 폴 그림,김중철 옮김"	비룡소
1156	EM01192	"마녀 위니,  다시 날다"	"밸러리 토머스 글,코키 폴 그림,김중철 옮김"	비룡소
1157	EM01193	마녀 위니의 요술지팡이	"밸러리 토머스 글,코키 폴 그림,김중철 옮김"	비룡소
1158	EM01194	마녀 위니의 새 컴퓨터	"밸러리 토머스 글,코키 폴 그림,노은정 옮김"	비룡소
1159	EM01195	바다에 간 마녀 위니	"코키 폴 그림,밸러리 토머스 글,조세현 옮김"	비룡소
1160	EM01196	마녀 위니의 양탄자	"코키 폴 그림,밸러리 토머스 글,노은정 옮김"	비룡소
1161	EM01197	마녀 위니와 슈퍼 호박	"밸러리 토머스 글,코키 폴 그림,노은정 옮김"	비룡소
1162	EM01198	마녀 위니와 우주 토끼	"밸러리 토머스 글,코키 폴 그림,노은정 옮김"	비룡소
1163	EM01199	마녀 위니의 엉망진창 휴가	"코키 폴 그림,밸러리 토머스 글,노은정 옮김"	비룡소
1164	EM01200	그림마녀 위니의 공룡 소동	"밸러리 토머스 글,코키 폴 그림,노은정 옮김"	비룡소
1165	EM01201	마녀 위니의 생일 파티	"밸러리 토머스 글,코키 폴 그림,조세현 옮김"	비룡소
1166	EM01202	마녀 위니	"밸러리 토머스 글,코키 폴 그림,김중철 옮김"	비룡소
1167	EM01203	마녀 위니와 아기 용	"밸러리 토머스 글,코키 폴 그림,노은정 옮김"	비룡소
1168	EM01204	흰 종이수염 : 하근찬 단편집	"하근찬 글,강우현 그림"	다림
1169	EM01205	달려라 루디	"우베 팀 지음,김경연 옮김,이수지 그림"	창비
1170	EM01206	목수들의 전쟁  : 천년 동안 읽는 동화	"김진경 글,최달수 그림"	문학동네
1171	EM01207	납작이가 된 스탠리	"제프 브라운 글,토미 웅게러 그림,지혜연 옮김"	시공주니어
1172	EM01208	엄마가 일곱째를 낳았어요	"김여운 글,이수진 그림.,41"	샘터
1173	EM01209	"컬러보이  = ,Color boy  : 손서은 장편동화"	"글쓴이: 손서은,그린이: 소윤경"	비룡소
1174	EM01210	어떤 아이가	"송미경 글,서영아 그림"	시공사
1175	EM01211	맨날맨날 착하기는 힘들어	"안진영 시,윤봉선 그림"	문학동네
1176	EM01212	백 점 맞은 연못  : 박승우 동시집	"박승우,그린이: 표주란"	섬아이
1177	EM01213	스무고개 탐정과 마술사	"허교범 지음,고상미 그림"	비룡소
1178	EM01214	나의 사촌 세라 : 김민령 동화집	"김민령 글,홍기한 그림"	창비
1179	EM01215	복수의 여신 : 송미경 동화집	"송미경 지음,장정인 그림"	창비
1180	EM01216	징  : 박민호 창작동화	"박민호,그린이: 이용규"	예림당
1181	EM01217	꼬리 감춘 가족	"정유선 글,김유진 그림"	샘터
1182	EM01218	내 머리에 햇살 냄새	"유은실 글,이현주 그림"	비룡소
1183	EM01219	오아시스 상점의 비밀	"이서연 글,서한얼 그림"	비룡소
1184	EM01220	다락방 명탐정  : 도깨비방망이를 찾아라!	"성완 글,소윤경 그림"	비룡소
1185	EM01221	안녕 남극!  : 남극 세종과학기지 과학자들이 찍고 시인이 쓴 남극 사진 동시집	"시: 김바다,사진: 정호성,고경남,라승구,박수현,이창섭,정종원, 민희영"	미세기
1186	EM01222	하트로 계산해 주세요!	"박현진 글,최현묵 그림"	미세기
1187	EM01223	(공부가 되는) 경제 이야기	글공작소 지음	아름다운사람들
1188	EM01224	(공부가 되는) 경제 이야기	글공작소 지음	아름다운사람들
1189	EM01225	심부름 말	"김수정 글,백보현 그림"	상
1190	EM01226	꼴찌로 태어난 토마토	"양혜원 글,박현자 그림"	문학동네
1191	EM01227	우리는 집 지킴이야!	최미란 글·그림	사계절
1192	EM01228	뛰어라 메뚜기	"다시마 세이조 글.그림,정근 옮김"	보림
1193	EM01229	"야,  우리 기차에서 내려!"	"존 버닝행 글. ,박상희 옮김"	비룡소
1194	EM01230	"난 방귀벌레,  난 좀벌레"	"유희윤 시,노인경 그림"	문학과지성사
1195	EM01231	슈퍼 거북	유설화 글·그림	책읽는곰
1196	EM01232	칭찬 한 봉지	"정진 글,소노수정 그림"	좋은책신사고 좋은책어린이
1197	EM01233	"세계의 빈곤,  남반구와 북반구의 비밀"	"카리나 루아르 글,마리 드 몽티 그림,나선희 옮김"	사계절출판사
1198	EM01234	우주 호텔	"유순희 글,오승민 그림"	해와나무
1199	EM01235	모치모치 나무	"사이토 류스케 글,다키다이라 지로 그림,김영애 옮김"	주니어랜덤
1200	EM01236	케이크 도둑 : 그림속에 숨어있는 이야기를 찾아라!	데청 킹 그림	거인
1201	EM01237	그림책꿈꾸는 윌리	"앤서니 브라운 글·그림,허은미 옮김"	웅진주니어
1202	EM01238	(한 권으로 보는)그림직업백과	"조은주,유수정 같이글,마정원 그림"	진선아이
1203	EM01239	시리동동 거미동동 : 제주도꼬리따기노래	권윤덕 고쳐 쓰고 그림	창비
1204	EM01240	외아들 구출 소동	"송언, 김병하"	봄봄출판사
1205	EM01241	(즐거운 역사 체험) 어린이박물관	"기획·편저: 국립중앙박물관 교육홍보팀, 허현경"	웅진씽크빅
1206	EM01242	시끌벅적 여름 캠핑	"양연주 글,조윤희 그림"	키다리
1207	EM01243	손 큰 할머니의 만두 만들기	"채인선 글,이억배 그림"	재미마주
1208	EM01245	한국생활사박물관	한국생활사박물관 편찬위원회 지음	사계절출판사:사계절
1209	EM01246	(너울너울) 신바닥이	"신동흔, 홍지혜"	한솔수북 :한솔교육
1210	EM01247	고래들의 노래	"다이안 셀든 글,개리 블라이드 그림,고진하 옮김"	비룡소
1211	EM01248	비밀의 코골이 말 : 이야기꾼이 들려주는 북아메리카 인디언 신화	"리제 에드리치 지음,리자 리필드 그림,조의행 옮김"	우리교육
1212	EM01249	아시아의 슈바이처 이종욱	"김경희 글,정민혜 그림"	한국톨스토이
1213	EM01250	오소리네 집 꽃밭	"권정생 글,정승각 그림"	길벗어린이
1214	EM01251	낱말 공장 나라	"아네스 드 레스트라드 글,발레리아 도캄포 그림,신윤정 옮김"	세용출판
1215	EM01253	황소와 도깨비 : 천재 작가 이상이 남긴 단 한 편의 동화	"이상 글,한병호 그림"	다림
1216	EM01254	(모음 숨은그림찾기)야금야금 사과	"정지영,  정혜영 글.그림"	비룡소
1217	EM01255	입이 큰 개구리	"키스 포크너 글,조나단 램버트 그림,정채민 옮김"	미세기
1218	EM01256	"(자음 숨은그림찾기) 고슴도치야,  무얼 보니？"	"정지영,정혜영 공글·그림"	비룡소
1219	EM01257	신기한 그림족자	이영경 글·그림	비룡소
1220	EM01258	"치마를 입어야지,  아멜리아 블루머!"	"섀너 코리 글,체슬리 맥라렌 그림,김서정 옮김"	아이세움
1221	EM01259	거인사냥꾼을 조심하세요	"콜린 맥노튼 그림／글,전효선 옮김"	시공주니어 :시공사
1222	EM01260	싫어요 몰라요 그냥요	"이금이 글,최정인 그림"	보물창고:푸른책들
1223	EM01261	이상한 화요일	데이비드 위즈너 글·그림	비룡소
1224	EM01262	길로 길로 가다가	"창비편집부 편,인강 그림"	창비
1225	EM01263	하나라도 백 개인 사과	"이노우에 마사지 글·그림,정미영 옮김"	문학동네
1226	EM01264	"날아라,  막내야"	"배봉기 글,김선남 그림"	사계절
1227	EM01265	따르릉 따르릉	조우영 글ㆍ그림	사계절출판사
1228	EM01266	흔들흔들 내 앞니 절대 안 빼	"로렌 차일드 지음,김난령 옮김"	국민서관
1229	EM01267	그건 내 조끼야	"나카에 요시오 글,우에노 노리코 그림,박상희 옮김"	비룡소
1230	EM01268	선인장 호텔  : 점자책	"브렌다 기버슨 글,메건 로이드 그림,이명희 옮김"	마루벌
1231	EM01269	우리 몸 털털털	"김윤경 글,한승임 그림,조은화 꾸밈"	웅진주니어 :웅진씽크빅
1232	EM01270	발레리나 벨린다	"에이미 영 글·그림,이주희 옮김"	느림보
1233	EM01271	거실 캠핑	"어린이통합교과연구회 글,황종욱 그림"	상상의집
1234	EM01272	뿌리	"히라야마 카즈코 글·그림,햇살과나무꾼 옮김"	베틀북
1235	EM01274	한입에 덥석	"키소 히데오 글·그림,한수연 옮김"	시공사 :시공주니어
1236	EM01275	집 나가자 꿀꿀꿀	"야규 마치코 글·그림,고향옥 옮김"	웅진주니어
1237	EM01276	엄마를 돌려줘	"김애란, 배현정"	아이앤북
1238	EM01277	재주꾼 오 형제	"이미애 글,이형진 그림."	시공주니어
1239	EM01278	부웅 부웅 비행기	"토니 미턴 글,앤트 파커 그림,고정아 옮김"	웅진주니어
1240	EM01279	구룬파 유치원	"니시우치 미나미 글,호리우치 세이이치 그림,이영준 옮김"	한림출판사
1241	EM01280	(미리 가 본)루브르 박물관	"마리 셀리에,비올렌 부베 랑셀 지음,유형식 옮김"	한림출판사
1242	EM01281	쓰레기의 행복한 여행 : 수거에서 재활용까지	"제라르 베르톨리니,클레르 드라랑드 글,니콜라 우베쉬 그림,유하경 옮김"	사계절출판사
1243	EM01282	(한눈에 반한) 우리 미술관  : 풍속화에서 사군자까지	장세현 글	사계절
1244	EM01283	으랏차차 세상을 움직이는 힘	"정창훈 글,오승만 그림"	웅진주니어
1245	EM01284	꼬물꼬물 세균대왕  : 미생물이 지구를 지켜요	"김성화,권수진 지음,박재현 그림"	풀빛
1246	EM01285	왜 깨끗이 씻어야 할까	"프랑수아 라스투앵-포주롱 지음,방자멩 쇼 그림,이효숙 옮김"	교학사
1247	EM01286	두발자전거 배우기	"고대영 글,김영진 그림"	길벗어린이
1248	EM01287	지하철을 타고서	"고대영, 김영진"	길벗어린이
1249	EM01288	거짓말	"고대영 글,김영진 그림"	길벗어린이
1250	EM01289	집안 치우기	"고대영 글,김영진 그림"	길벗어린이
1251	EM01290	먹는 이야기	"고대영 글,김영진 그림"	길벗어린이
1252	EM01291	칭찬 먹으러 가요	"고대영 글,김영진 그림"	길벗어린이
1253	EM01292	삼신할미	"서정오 글,이강 그림"	봄봄
1254	EM01293	똥자루 굴러간다	김윤정 글·그림	국민서관
1255	EM01295	자유낙하	"데이비드 위스너 지음,이지유 해설"	미래아이
1256	EM01296	아프리카에도 곰이 있을까요?	"사토미 이치카와,사과나무옮김"	크레용하우스
1257	EM01297	(오두방정 콩새의) 작두콩 대작전  : 송마리 장편동화	"송마리,그린이: 고아영"	교학사
1258	EM01298	내 이름은 구구 스니커즈	"김유 지음,오정택 그림"	창비
1259	EM01300	아버지 월급 콩알만 하네	"사북초등학교 64명 어린이 시,임길택 엮음,김환영 그림"	보리
1260	EM01301	(패러데이가 들려주는) 전자석과 전동기 이야기	정완상 지음	자음과모음
1261	EM01302	"난 마녀가 될 거야,전자자료"	"정옥 글,정은희 그림"	샘터
1262	EM01303	라구나 이야기	박영란	자음과모음
1263	EM01304	우리들의 자취 공화국  : 구경미 장편소설	구경미	문학과지성사
1264	EM01305	백범일지 : 어린이와 청소년이 함께 읽는	"김구 지음,신경림 풀어씀"	나남
1265	EM01306	엘레그바의 춤 : 세계 여러 나라의 수수께끼와 정의 이야기	"니나 자프,스티브 자이틀린 공저,엄해영 옮김,주영이 그림"	상상박물관
1266	EM01307	(파스칼이 들려주는)확률 이야기	정완상 지음	자음과모음
1267	EM01308	파리 동동 잠자리 동동 : 민요 따라 우리 문화 나들이	"박혜숙 글,오윤화 그림"	파란자전거
1268	EM01309	힘센 과학자	"임숙영 글,정승희 그림"	뜨인돌어린이
1269	EM01310	자전거에 숨은 과학	"정창훈 지음,한성민 그림"	봄나무
1270	EM01311	"기체,  태양계로 드라이브 떠나다"	"전화영 지음,우지현 그림"	북멘토
1271	EM01312	미생물은 힘이 세다	"천종식,한정아 공글,연못 그림"	토토북
1272	EM01314	(하늘의 법칙을 찾아낸)조선의 과학자들	"고진숙 지음,유준재 그림"	한겨레아이들
1273	EM01315	"우리 아빠,  숲의 거인"	"위기철 지음,이혁재 그림"	사계절
1274	EM01316	"모든 책을 읽어 버린 소년,  벤저민 프랭클린"	"루스 애슈비 지음,김민영 그림"	미래i아이
1275	EM01318	"분수,  넌 내 밥이야!"	"강미선 지음,앙꼬 그림"	북멘토
1276	EM01319	우리 한옥에 숨은 과학	"서지원 글씀,문수민 그림"	미리M&B:미래아이
1277	EM01320	"지구사용설명서 : 외계인 막쓸레옹,  쓰레기별에서 탈출하다"	"우쿠더스지구이주대책위원회 글,김지민 그림,환경운동연합,환경교육센터 공옮김"	한솔수북
1278	EM01321	거꾸로 가는 고양이 시계	"고재현 글,한지선 그림"	책읽는곰
1279	EM01322	사랑받는 날에는 진짜가 되는 거야	"마저리 윌리엄스 글,원유미 그림,최지현 옮김"	보물창고
